theta,t,omega
0.06726966798305511,1.7171716690063477,0.9263157894736842
0.0596231184899807,1.8181817531585693,0.9263157894736842
0.24055083096027374,1.919191837310791,0.9263157894736842
0.15518802404403687,2.0202019214630127,0.9263157894736842
0.20580266416072845,2.1212120056152344,0.9263157894736842
0.21727122366428375,2.222222089767456,0.9263157894736842
0.29661861062049866,2.3232321739196777,0.9263157894736842
0.33620908856391907,2.4242424964904785,0.9263157894736842
0.2834221124649048,2.5252525806427,0.9263157894736842
0.18571272492408752,2.626262664794922,0.9263157894736842
0.2452145218849182,2.7272727489471436,0.9263157894736842
0.39813199639320374,2.8282828330993652,0.9263157894736842
0.3277950882911682,2.929292917251587,0.9263157894736842
0.3164849281311035,3.0303030014038086,0.9263157894736842
0.3963645100593567,3.1313130855560303,0.9263157894736842
0.3972494900226593,3.232323169708252,0.9263157894736842
0.4349747896194458,3.3333332538604736,0.9263157894736842
0.4341161549091339,3.4343433380126953,0.9263157894736842
0.46128612756729126,3.535353422164917,0.9263157894736842
0.47476089000701904,3.6363635063171387,0.9263157894736842
0.4098338484764099,3.7373735904693604,0.9263157894736842
0.45736369490623474,3.838383674621582,0.9263157894736842
0.6204319000244141,3.9393937587738037,0.9263157894736842
0.5236948728561401,4.040403842926025,0.9263157894736842
0.545303463935852,4.141414165496826,0.9263157894736842
0.41485586762428284,4.242424011230469,0.9263157894736842
0.4918070435523987,4.3434343338012695,0.9263157894736842
0.4570309519767761,4.444444179534912,0.9263157894736842
0.40286487340927124,4.545454502105713,0.9263157894736842
0.331470787525177,4.6464643478393555,0.9263157894736842
0.3407398462295532,4.747474670410156,0.9263157894736842
0.2963138222694397,4.848484992980957,0.9263157894736842
0.20246092975139618,4.9494948387146,0.9263157894736842
0.26908594369888306,5.0505051612854,0.9263157894736842
0.11251161247491837,5.151515007019043,0.9263157894736842
-0.007031923159956932,5.252525329589844,0.9263157894736842
-0.05542794615030289,5.3535356521606445,0.9263157894736842
-0.08273690938949585,5.454545497894287,0.9263157894736842
-0.12498999387025833,5.555555820465088,0.9263157894736842
-0.23870910704135895,5.6565656661987305,0.9263157894736842
-0.3329857587814331,5.757575988769531,0.9263157894736842
-0.419414758682251,5.858585834503174,0.9263157894736842
-0.41718852519989014,5.959596157073975,0.9263157894736842
-0.4883750379085541,6.060606002807617,0.9263157894736842
-0.6201176643371582,6.161616325378418,0.9263157894736842
-0.4826440215110779,6.262626647949219,0.9263157894736842
-0.5623928904533386,6.363636493682861,0.9263157894736842
-0.5416621565818787,6.464646339416504,0.9263157894736842
-0.502109944820404,6.565656661987305,0.9263157894736842
-0.5518798828125,6.6666669845581055,0.9263157894736842
-0.5196385979652405,6.767676830291748,0.9263157894736842
-0.4765833914279938,6.868686676025391,0.9263157894736842
-0.4581204652786255,6.969696998596191,0.9263157894736842
-0.4625437259674072,7.070707321166992,0.9263157894736842
-0.36547142267227173,7.171717166900635,0.9263157894736842
-0.27436593174934387,7.272727012634277,0.9263157894736842
-0.2638452649116516,7.373737335205078,0.9263157894736842
-0.2611736059188843,7.474747657775879,0.9263157894736842
